wkt_geom,No,ST_NAME,ST_CODE,Control_og,BS_CODE,Gage_type,River_syst,A(km2),section_le,Slope,Out_len(km,thres_len(,Zero(EL.m),Zero_st(EL,Ebb_effect,Max_el(m),Time_Sirie,Daily_Siri,Longitude,Latitude,Latitude_d,Longitude_,X,Y
POINT(320629.4393199686310254 409179.5230444521876052),209,Ilseongyo,2009670,MOLIT,200902,T/M,Nakdonggang,9221,,,231.4,0,30.775,40.322,N,10,1983Y 06M?~ 2013Y 09M,1983Y 01M?~ 2013Y 09M,128.3425,36.27305556,128-20-33,36-16-23,320629.439,409179.523
POINT(287532.88444380729924887 376199.41022193967364728),210,Sa Deung,2010620,Kwater,201001,T/M,Nakdonggang,,,,,,197.2,204.12,N,6.92,?,?,127.9705556,35.97944444,127-58-14,35-58-46,287532.884,376199.41
POINT(291468.47053948376560584 376023.6746641177451238),211,Do Gok 2,2010623,Kwater,201001,T/M,Nakdonggang,,,,,,139.46,141.46,N,2,?,?,128.0141667,35.9775,128-00-51,35-58-39,291468.471,376023.675
POINT(290560.50311096286168322 376599.98450321133714169),212,Bu Hang Dam,2010625,Kwater,201001,T/M,Nakdonggang,,,,,,162,200.5,N,39.5,?,?,128.0041667,35.98277778,128-00-15,35-58-58,290560.503,376599.985
POINT(293153.72034141485346481 380141.34582469414453954),213,Gyo Ri,2010630,Kwater,201002,T/M,Nakdonggang,,,,,,126.57,129.15,N,2.58,?,?,128.0333333,36.01444444,128-02-00,36-00-52,293153.72,380141.346
POINT(293715.87465005129342899 381442.06597841985058039),214,Jipum,2010635,MOLIT,201002,T/M,Nakdonggang,,,,,,106.537,115.125,N,6,2012Y 01M?~ 2013Y 09M,2012Y 01M?~ 2013Y 09M,128.0397222,36.02611111,0128-02-23,36-01-34,293715.875,381442.066
POINT(301808.51942970138043165 391859.67074770055478439),215,Gimcheon,2010650,MOLIT,201004,T/M,Nakdonggang,413.3,,,48.6,0,61.085,66.11,N,5,1954Y 07M?~ 2013Y 09M,1946Y 07M?~ 2013Y 09M,128.1308333,36.11916667,128-07-51,1936-07-09,301808.519,391859.671
POINT(307375.40350866504013538 396828.08641902473755181),216,dongboo,2010660,MOLIT,201007,T/M,Nakdonggang,,,,,,57.972,48.697,N,10,2009Y 10M?~ 2013Y 09M,2009Y 10M?~ 2013Y 09M,128.1933333,36.16333333,128-11-36,36-09-48,307375.404,396828.086
POINT(317702.03790790587663651 404113.9227601719321683),217,Seonsan,2010690,MOLIT,201007,T/M,Nakdonggang,977.3,,,27.6,0,32.524,42.623,N,7,1982Y 08M?~ 2013Y 09M,1972Y 01M?~ 2013Y 09M,128.3091667,36.22777778,128-18-33,36-13-40,317702.038,404113.923
POINT(325756.01547453948296607 391246.14458900515455753),218,Gumi,2011640,MOLIT,201103,T/M,Nakdonggang,10886.1,,,212.7,0,23.784,35.07,N,11,1987Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.3966667,36.11083333,128-23-48,36-06-39,325756.015,391246.145
POINT(325707.0794487334205769 378943.71485290525015444),219,Waegwan,2011650,MOLIT,201103,T/M,Nakdonggang,11074.4,,,194,0,18.967,30.578,N,9,1917Y 07M?~ 2013Y 09M,1924Y 04M?~ 2013Y 09M,128.3941667,36,128-23-39,36-00-00,325707.079,378943.715
POINT(325544.78075692005222663 365715.00085579656297341),220,Seongju,2011660,MOLIT,201104,T/M,Nakdonggang,11642.8,,,180.4,0,15.356,29.14,N,15,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.3902778,35.88083333,128-23-25,35-52-51,325544.781,365715.001
POINT(377556.07096413808176294 377463.77763064426835626),222,Danpogyo,2012625,MOLIT,201206,T/M,Nakdonggang,452,,,73.3,0,78.151,85.211,N,6,1988Y 06M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,128.9686111,35.97861111,128-58-07,35-58-43,377556.071,377463.778
POINT(374871.39148344536079094 376330.59274121280759573),223,Wansan,2012628,MOLIT,201206,T/M,Nakdonggang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,128.9386111,35.96888889,128-56-19,35-58-08,374871.391,376330.593
POINT(372662.25135024811606854 375207.58605647878721356),224,Seobu,2012632,MOLIT,201205,T/M,Nakdonggang,,,,,,67.72,74.338,N,7,2011Y 01M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,128.9138889,35.95916667,128-54-50,35-57-33,372662.251,375207.586
POINT(369289.70549880957696587 371965.71708563738502562),225,Geumho,2012640,MOLIT,201207,T/M,Nakdonggang,1002,,,56.5,0,52.674,59.983,N,9,1965Y 07M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.8758333,35.93055556,128-52-33,35-55-50,369289.705,371965.717
POINT(368504.81719459313899279 473601.16707093280274421),226,Bonghwa,2012645,MOLIT,200108,T/M,Nakdonggang,712.5,,,414.9,0,192.324,204.139,N,7,2006Y 01M?~ 2013Y 09M,2006Y 12M?~ 2013Y 09M,128.8891667,36.84611111,128-53-21,36-50-46,368504.817,473601.167
POINT(355654.34885588305769488 362987.81013346137478948),229,Daepyeong,2012652,MOLIT,201210,T/M,Nakdonggang,0,,,2.2,0,35.15,40.651,N,5,2001Y 01M?~ 2013Y 09M,2000Y 12M?~ 2013Y 09M,128.7230556,35.85194444,128-43-23,35-51-07,355654.349,362987.81
POINT(354932.73977966909296811 364054.35373966686893255),230,Dongho,2012653,MOLIT,201211,T/M,Nakdonggang,,,,,,29.638,37.747,N,9,2011Y 01M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,128.7152778,35.86166667,128-42-55,35-51-42,354932.74,364054.354
POINT(347575.13745127303991467 367258.40225701843155548),231,Dongchon,2012660,MOLIT,201211,T/M,Nakdonggang,1544,,,28.9,0,25.181,35.786,N,8,1923Y 07M?~ 2013Y 09M,1923Y 06M?~ 2013Y 09M,128.6344444,35.89166667,128-38-04,35-53-30,347575.137,367258.402
POINT(344445.00857682223431766 369950.77791189064737409),232,Dongbyeon,2012665,MOLIT,201213,T/M,Nakdonggang,0,,,0.9,0,0,0,N,4,2001Y 01M?~ 2013Y 09M,2000Y 12M?~ 2013Y 09M,128.6002778,35.91638889,128-36-01,35-54-59,344445.009,369950.778
POINT(343835.29289639368653297 367350.80080921336775646),233,Chimsan,2012690,MOLIT,201216,T/M,Nakdonggang,0,,,2,0,0,0,N,7,2001Y 01M?~ 2013Y 09M,2000Y 12M?~ 2013Y 09M,128.5930556,35.89305556,128-35-35,35-53-35,343835.293,367350.801
POINT(332964.94684053026139736 362833.01743680506478995),234,Seongseo,2012695,MOLIT,201219,T/M,Nakdonggang,2110,,,1.6,0,12.898,29.063,N,11,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.4719444,35.85388889,128-28-19,35-51-14,332964.947,362833.017
POINT(305902.79276242590276524 365488.2936965721892193),235,Changcheon,2013615,MOLIT,201302,T/M,Nakdonggang,172,,,42.8,0,113.276,118.689,N,5,1963Y 06M?~ 2013Y 09M,1963Y 01M?~ 2013Y 09M,128.1727778,35.88111111,0128-10-22,35-52-52,305902.793,365488.294
POINT(312186.11930684029357508 342783.98905425483826548),237,Ssangrim,2013640,MOLIT,201306,T/M,Nakdonggang,,,,,,38.793,46.661,N,8,2012Y 01M?~ 2013Y 09M,2012Y 01M?~ 2013Y 09M,128.2391667,35.67583333,128-14-21,35-40-33,312186.119,342783.989
POINT(315605.27041695907246321 348715.94678574311546981),238,Goryeong,2013650,MOLIT,201303,T/M,Nakdonggang,503,,,18.5,0,22.809,29.93,N,8,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.2777778,35.72888889,128-16-40,35-43-44,315605.27,348715.947
POINT(321084.04461368185002357 343270.63556648627854884),240,Gaejin2,2013690,MOLIT,201307,T/M,Nakdonggang,1230.5,,,8,0,10.843,22.228,N,12,2003Y 05M?~ 2013Y 09M,2002Y 01M?~ 2013Y 09M,128.3375,35.67916667,128-20-15,35-40-45,321084.045,343270.636
POINT(333260.46687441447284073 358212.77041487582027912),241,Hwawon,2014620,MOLIT,201402,T/M,Nakdonggang,13730.7,,,165.5,0,10.772,28.65,N,16,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.4744444,35.81222222,128-28-28,35-48-44,333260.467,358212.77
POINT(325445.08086771774105728 351500.9190559396520257),242,Goryeonggyo,2014640,MOLIT,201402,T/M,Nakdonggang,14034.3,,,157.4,0,10.751,29.885,N,12,1977Y 04M?~ 2013Y 09M,1970Y 01M?~ 2013Y 09M,128.3869444,35.75277778,128-23-13,35-45-10,325445.081,351500.919
POINT(329797.59390456782421097 346014.11783245683182031),243,Hyeonpung,2014660,MOLIT,201403,T/M,Nakdonggang,14785.8,,,149.4,0,8.459,24.115,N,13,1921Y 07M?~ 2013Y 09M,1924Y 01M?~ 2013Y 09M,128.4341667,35.70277778,128-26-03,35-42-10,329797.594,346014.118
POINT(283726.7680737623013556 346816.75946309213759378),244,Geochang 2,2015620,Kwater,201502,T/M,Nakdonggang,180.7,,,199.2,0,195.454,199.666,N,5,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.9252778,35.715,127-55-31,35-42-54,283726.768,346816.759
POINT(281270.68608395504998043 343249.16149252594914287),245,Geochang 1,2015635,Kwater,201504,T/M,Nakdonggang,227,,,196.5,0,192.86,197.483,N,6,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.8977778,35.68305556,127-53-52,35-40-59,281270.686,343249.161
POINT(291851.5962655211915262 341471.84140398475574329),246,Jisan,2015655,Kwater,201506,T/M,Nakdonggang,159.9,,,189.4,0,224.53,233.937,N,5,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.0144444,35.66611111,128-00-52,35-39-58,291851.596,341471.841
POINT(305274.12781377078499645 329567.46273603546433151),251,Hapcheon,2016650,Kwater,201601,T/M,Nakdonggang,946.2,,,148,0,29.923,,N,7,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.1611111,35.5575,128-09-40,35-33-27,305274.128,329567.463
POINT(317216.6898320036707446 331319.24047499243170023),252,Jukgo,2016680,MOLIT,201603,T/M,Nakdonggang,1333,,,7.5,0,10.305,22.552,N,10,1965Y 07M?~ 2013Y 09M,1962Y 12M?~ 2013Y 09M,128.2930556,35.57194444,128-17-35,35-34-19,317216.69,331319.24
POINT(323278.11015508143464103 326468.35610022867331281),253,Jeokpogyo,2017620,MOLIT,201701,T/M,Nakdonggang,16449.6,,,112.4,0,5.477,23.262,N,12,1980Y 07M?~ 2013Y 09M,1981Y 01M?~ 2013Y 09M,128.3591667,35.5275,128-21-33,35-31-39,323278.11,326468.356
POINT(322359.49259211414027959 321769.8859920491813682),254,Gamam,2017630,MOLIT,201703,T/M,Nakdonggang,,,,,,6.757,22.32,N,9,2012Y 01M?~ 2013Y 09M,2012Y 01M?~ 2013Y 09M,128.3483333,35.48527778,128-20-54,35-29-07,322359.493,321769.886
POINT(327503.75943360582459718 323506.39771994552575052),255,Masuwon,2017670,MOLIT,201705,T/M,Nakdonggang,16775.1,,,107.3,0,5.381,19.229,N,13,1920Y 07M?~ 2013Y 09M,1955Y 11M?~ 2013Y 09M,128.4052778,35.50027778,128-24-19,35-30-01,327503.759,323506.398
POINT(322599.61354851175565273 317118.1738649244653061),256,Segan,2017685,MOLIT,201702,T/M,Nakdonggang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,128.3502778,35.44333333,128-21-01,35-26-36,322599.614,317118.174
POINT(273853.39433789229951799 337019.7957683191052638),257,Aneui,2018608,Kwater,201802,T/M,Nakdonggang,229.63,,,6.9,0,186.173,191.195,N,6.4,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.8152778,35.6275,127-48-55,35-37-39,273853.394,337019.796
POINT(266373.06570941128302366 324323.80160283285658807),258,Hamysang,2018620,Kwater,201803,T/M,Nakdonggang,177.94,,,6.6,0,153.36,158.855,N,5.6,1987Y 06M?~ 2013Y 09M,1995Y 01M?~ 2013Y 09M,127.7316667,35.51361111,127-43-54,35-30-49,266373.066,324323.802
POINT(262023.9082481263903901 311871.58765874803066254),259,Macheon,2018630,Kwater,201805,T/M,Nakdonggang,246.11,,,20.1,0,244,254.155,N,11.22,1987Y 06M?~ 2013Y 09M,1987Y 10M?~ 2013Y 09M,127.6827778,35.40166667,127-40-58,35-24-06,262023.908,311871.588
POINT(271809.39729874290060252 318910.240356877038721),260,Imcheon,2018635,Kwater,201805,T/M,Nakdonggang,482.33,,,4,0,122.73,129.949,N,9.6,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.7911111,35.46444444,127-47-28,35-27-52,271809.397,318910.24
POINT(279394.37522507575340569 313796.00891747593414038),261,Sancheon,2018645,Kwater,201806,T/M,Nakdonggang,1158.6,,,41,0,86.152,99.91,N,15.1,1915Y 09M?~ 2013Y 09M,1912Y 01M?~ 2013Y 09M,127.8741667,35.41777778,127-52-27,35-25-04,279394.375,313796.009
POINT(301500.67002882977249101 313556.33424361678771675),263,Samga,2018655,Kwater,201809,T/M,Nakdonggang,104.15,,,32,0,81.036,88.636,N,7.45,1999Y 01M?~ 2013Y 09M,1998Y 12M?~ 2013Y 09M,128.1175,35.41361111,0128-07-03,35-24-49,301500.67,313556.334
POINT(290553.99272203753935173 303051.7955835770117119),264,Shinan,2018665,Kwater,201809,T/M,Nakdonggang,390.5,,,7.1,0,46.574,54.064,N,6.4,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.9958333,35.32,127-59-45,35-19-12,290553.993,303051.796
POINT(287490.67192146938759834 298521.41543471917975694),265,Danseong,2018674,MOLIT,201810,T/M,Nakdonggang,,,,,,40.634,48.314,N,7,2011Y 01M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,127.9616667,35.27944444,127-57-42,35-16-46,287490.672,298521.415
POINT(281207.26197621127357706 297414.73940695001510903),266,Taesu,2018680,Kwater,201813,T/M,Nakdonggang,249.65,,,29.5,0,81,95.173,N,9.3,1987Y 06M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,127.8925,35.27,127-53-33,35-16-12,281207.262,297414.739
POINT(283828.73758801264921203 287298.27603155712131411),267,Changchon,2018685,Kwater,201813,T/M,Nakdonggang,354.55,,,17.7,0,51.862,57.89,N,5.6,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,127.9202778,35.17861111,127-55-13,35-10-43,283828.738,287298.276
POINT(293045.34597482183016837 284336.82558290637098253),268,Naepyeong,2018690,Kwater,201814,T/M,Nakdonggang,2285,,,80,0,28.5,47.69,N,19.1,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.0211111,35.15111111,0128-01-16,1935-09-04,293045.346,284336.826
POINT(293778.13738391944207251 284467.66510370507603511),269,Sacheon,2018692,Kwater,201815,T/M,Nakdonggang,785.56,,,0.4,0,,3.209,Y,,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.0291667,35.15222222,128-01-45,1935-09-08,293778.137,284467.665
POINT(298971.63831887813284993 288745.65550637076376006),272,Jinju,2019615,Kwater,201901,T/M,Nakdonggang,,,,78,0,18.3,,N,7.3,1987Y 06M?~ 2013Y 09M,1989Y 07M?~ 2013Y 09M,128.0866667,35.19027778,0128-05-12,1935-11-25,298971.638,288745.656
POINT(303491.4335481051239185 294005.44613073742948472),273,Dae Gok,2019635,MOLIT,201903,T/M,Nakdonggang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,128.1369444,35.23722222,0128-08-13,35-14-14,303491.434,294005.446
POINT(309150.35197435325244442 292407.47784261911874637),274,deokgok,2019640,MOLIT,201903,T/M,Nakdonggang,,,,,,53.008,39.219,N,10,2011Y 01M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,128.1988889,35.22222222,128-11-56,35-13-20,309150.352,292407.478
POINT(317819.65005658799782395 302627.22879050846677274),275,Jeongam,2019655,MOLIT,201905,T/M,Nakdonggang,3283,,,27.5,0,6.101,17.872,N,12,1916Y 06M?~ 2013Y 09M,1955Y 10M?~ 2013Y 09M,128.2955556,35.31333333,128-17-44,35-18-48,317819.65,302627.229
POINT(329872.33337585296249017 311393.93131775729125366),276,Georyonggang,2019695,MOLIT,201910,T/M,Nakdonggang,3446.3,,,0.4,0,3.218,15.981,N,12,1917Y 07M?~ 2013Y 09M,1964Y 01M?~ 2013Y 09M,128.4294444,35.39083333,128-25-46,35-23-27,329872.333,311393.931
POINT(350029.70164472155738622 324318.13700069661717862),277,Pangok,2020603,MOLIT,202006,T/M,Nakdonggang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,128.6536111,35.50444444,128-39-13,35-30-16,350029.702,324318.137
POINT(332766.34858997643459588 318835.19502228905912489),278,Jangma,2020605,MOLIT,202002,T/M,Nakdonggang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,128.4625,35.4575,128-27-45,35-27-27,332766.349,318835.195
POINT(334806.49531766853760928 310634.20728455611970276),279,Jindong,2020615,MOLIT,202001,T/M,Nakdonggang,20311.3,,,84.3,0,1.929,21.757,N,20,1921Y 08M?~ 2013Y 09M,1924Y 01M?~ 2013Y 09M,128.4836111,35.38333333,128-29-01,35-23-00,334806.495,310634.207
POINT(338318.4360387065098621 310471.75517120899166912),280,Deok Nam,2020640,MOLIT,202003,T/M,Nakdonggang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,128.5222222,35.38138889,128-31-20,35-22-53,338318.436,310471.755
POINT(345437.18199899652972817 312125.653801261971239),281,Imhaejin,2020650,MOLIT,202004,T/M,Nakdonggang,20685.3,,,74.9,0,1.777,12.768,N,11,1924Y 07M?~ 2013Y 09M,1955Y 10M?~ 2013Y 09M,128.6008333,35.39527778,128-36-03,35-23-43,345437.182,312125.654
POINT(349949.26468644535634667 315560.48748705571051687),282,Bugok,2020651,MOLIT,202006,T/M,Nakdonggang,,,,,,1.818,14.564,N,12,2012Y 01M?~ 2013Y 09M,2012Y 01M?~ 2013Y 09M,128.6511111,35.42555556,128-39-04,35-25-32,349949.265,315560.487
POINT(355767.04371398582588881 308968.88695689290761948),283,Susan,2020675,MOLIT,202005,T/M,Nakdonggang,20996.7,,,63,0,-0.101,13.519,N,12,1917Y 07M?~ 2013Y 09M,1924Y 02M?~ 2013Y 09M,128.7138889,35.36527778,128-42-50,35-21-55,355767.044,308968.887
POINT(365016.87415148020954803 305896.25419227272504941),284,Ma Sa,2020680,MOLIT,202007,T/M,Nakdonggang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,128.815,35.33611111,128-48-54,35-20-10,365016.874,305896.254
POINT(359681.64569624536670744 337250.57316578598693013),286,Cheongdo,2021640,MOLIT,202104,T/M,Nakdonggang,287.5,,,9.5,0,53.501,61.718,N,8,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,128.7625,35.61944444,128-45-45,35-37-10,359681.646,337250.573
POINT(379752.77153940452262759 322059.63063423015410081),287,Daeri,2021650,Kwater,202105,T/M,Nakdonggang,59.4,,,29.6,0,221,225.697,N,5,2002Y 03M?~ 2013Y 09M,2001Y 01M?~ 2013Y 09M,128.9805556,35.47916667,128-58-50,35-28-45,379752.772,322059.631
POINT(360199.45798848639242351 330846.28111384407384321),289,Sangdong,2021665,MOLIT,202108,T/M,Nakdonggang,,,,,,27.675,36.43,N,9,2011Y 01M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,128.7669444,35.56166667,128-46-01,35-33-42,360199.458,330846.281
POINT(361417.6972800234798342 323375.45253986009629443),290,Milyang1,2021675,MOLIT,202108,T/M,Nakdonggang,1265,,,19.5,0,11.336,20.447,N,9,1918Y 07M?~ 2013Y 09M,1917Y 07M?~ 2013Y 09M,128.7788889,35.49416667,128-46-44,35-29-39,361417.697,323375.453
POINT(358528.55658124701585621 322768.8134658217895776),291,Sam Mun,2021677,MOLIT,202109,T/M,Nakdonggang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,128.7469444,35.48916667,128-44-49,35-29-21,358528.557,322768.813
POINT(362089.06909923243802041 319718.30388302984647453),292,Milyang2,2021685,MOLIT,202108,T/M,Nakdonggang,1330.6,,,15.5,0,0.15,11.263,N,11,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.7855556,35.46111111,128-47-08,35-27-40,362089.069,319718.304
POINT(365553.56011079368181527 311055.43190156138734892),293,Samrangjin,2022610,MOLIT,202201,T/M,Nakdonggang,22891.9,,,49.7,0,-0.617,7.923,Y,11,1916Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.8219444,35.3825,128-49-19,35-22-57,365553.56,311055.432
POINT(381412.74553436017595232 301031.04682098177727312),294,Weolchon,2022640,MOLIT,202202,T/M,Nakdonggang,23149.9,,,25.2,0,-1.798,2.328,Y,8,1935Y 07M?~ 2013Y 09M,1972Y 01M?~ 2013Y 09M,128.9941667,35.28944444,128-59-39,35-17-22,381412.746,301031.047
POINT(385073.79189644841244444 308660.74025064206216484),295,Yangsan,2022660,MOLIT,202204,T/M,Nakdonggang,184.3,,,7.2,0,4.57,11.091,N,6,1980Y 08M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,129.0361111,35.3575,0129-02-10,35-21-27,385073.792,308660.74
POINT(381553.53011432907078415 291505.30187705875141546),297,Gupo,2022680,MOLIT,202205,T/M,Nakdonggang,23288.7,,,17.2,0,-1.497,7.523,Y,9,1918Y 07M?~ 2013Y 09M,1986Y 01M?~ 2013Y 09M,128.9936111,35.20361111,128-59-37,1935-12-13,381553.53,291505.302
POINT(366976.96453136950731277 291440.38064941059565172),298,Jeongcheon,2022685,MOLIT,202206,T/M,Nakdonggang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,128.8336111,35.20555556,128-50-01,1935-12-20,366976.965,291440.381
POINT(398930.97956486803013831 362314.16580155410338193),300,Gyeong Ju2,2101625,MOLIT,210103,T/M,hyeongsangang,0,,,33.2,0,26.706,34.81,N,8,1998Y 03M?~ 2013Y 09M,1998Y 06M?~ 2013Y 09M,129.2016667,35.83805556,0129-12-06,35-50-17,398930.98,362314.166
POINT(402233.96811689808964729 371611.77210269554052502),301,Mo A,2101650,MOLIT,210108,T/M,hyeongsangang,646.28,,,23.2,0,9.113,16.413,N,7,1985Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,129.2405556,35.92111111,129-14-26,35-55-16,402233.968,371611.772
POINT(401699.85704239300685003 386127.72997186973225325),302,Gi Gye2,2101668,MOLIT,210107,T/M,hyeongsangang,0,,,0,,21.561,27.025,N,5,1998Y 03M?~ 2013Y 09M,1998Y 06M?~ 2013Y 09M,129.2383333,36.05194444,129-14-18,1936-03-07,401699.857,386127.73
POINT(404311.12219856947194785 378322.3988352696178481),303,An Gang,2101675,MOLIT,210108,T/M,hyeongsangang,907.57,,,13.7,0,0.766,11.645,N,10,1965Y 07M?~ 2013Y 09M,1962Y 12M?~ 2013Y 09M,129.2652778,35.98111111,129-15-55,35-58-52,404311.122,378322.399
POINT(407058.37726200243923813 379836.4726332644931972),304,Bu Jo,2101680,MOLIT,210109,T/M,hyeongsangang,971.21,,,9.3,0,-0.939,14.181,N,9,1928Y 07M?~ 2013Y 09M,1962Y 01M?~ 2013Y 09M,129.2961111,35.99416667,129-17-46,35-59-39,407058.377,379836.473
POINT(413850.76706452883081511 381942.6143757508834824),305,Dae Song,2101690,MOLIT,210109,T/M,hyeongsangang,1044.11,,,2.3,0,-0.925,6.262,Y,7,1928Y 07M?~ 2013Y 09M,1929Y 01M?~ 2013Y 09M,129.3719444,36.01166667,129-22-19,36-00-42,413850.767,381942.614
POINT(399869.27893588901497424 332849.04117374052293599),306,Jo Dong,2201630,MOLIT,220101,T/M,Taehwagang,204.03,,,24.8,0,17.445,24.074,N,7,1972Y 07M?~ 2013Y 09M,1963Y 01M?~ 2013Y 09M,129.2047222,35.5725,0129-12-17,35-34-21,399869.279,332849.041
POINT(406314.31033937277970836 330929.15927323972573504),308,Sam Ho,2201660,MOLIT,220104,T/M,Taehwagang,421.35,,,14.8,0,-0.175,10.066,N,10,1965Y 07M?~ 2013Y 09M,1963Y 03M?~ 2013Y 09M,129.2752778,35.55388889,129-16-31,35-33-14,406314.31,330929.159
POINT(409390.66883873281767592 330877.38377455889713019),309,Ul San,2201670,MOLIT,220106,T/M,Taehwagang,429.91,,,10.6,0,-0.959,9.119,Y,7,1969Y 07M?~ 2013Y 09M,1963Y 02M?~ 2013Y 09M,129.3091667,35.55277778,129-18-33,35-33-10,409390.669,330877.384
POINT(413207.03671729250345379 333620.41743821417912841),310,Beong Yeong,2201690,MOLIT,220105,T/M,Taehwagang,161.4,,,3.3,0,4.522,8.49,N,7,1965Y 07M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,129.3519444,35.57666667,129-21-07,35-34-36,413207.037,333620.417
POINT(403250.78256668907124549 321544.29719939804635942),311,Seokcheon,2301630,MOLIT,230102,T/M,Hoeya_Suyeong,112.8,,,21.9,0,34.969,39.564,N,5,2006Y 01M?~ 2013Y 09M,1963Y 01M?~ 2013Y 09M,129.2391667,35.47,129-14-21,35-28-12,403250.783,321544.297
POINT(407965.02314923761878163 320634.65183979488210753),312,Mangyang,2301650,MOLIT,230103,T/M,Hoeya_Suyeong,129.85,,,11.6,0,7.555,16.766,N,8,2006Y 01M?~ 2013Y 09M,1963Y 01M?~ 2013Y 09M,129.2908333,35.46083333,129-17-27,35-27-39,407965.023,320634.652
POINT(378180.81344587740022689 278949.83945136645343155),313,Myoungji,2302695,Kwater,202207,T/M,Nakdonggang,,,,,0,-1.386,3.607,Y,2.5,1987Y 06M?~ 2013Y 09M,1987Y 06M?~ 2013Y 09M,128.9538889,35.09111111,128-57-14,1935-05-28,378180.813,278949.839
POINT(411379.4124977421015501 486312.2113329658168368),314,Uljn,2401620,Kwater,240106,T/M,Nakdonggangdonghae,259.2,,,8.25,0,8.281,14.881,N,6.45,2002Y 10M?~ 2013Y 09M,1999Y 06M?~ 2013Y 09M,129.3730556,36.95194444,129-22-23,36-57-07,411379.412,486312.211
POINT(407007.17691746825585142 424132.84354497212916613),315,Sangok,2402620,Kwater,240203,T/M,Nakdonggangdonghae,102.7,,,17,0,56.037,61.337,N,5.15,2002Y 12M?~ 2013Y 09M,1999Y 06M?~ 2013Y 09M,129.3072222,36.39305556,129-18-26,36-23-35,407007.177,424132.844
POINT(293850.65645722148474306 287242.45498743560165167),316,Panmun,2501620,Kwater,201814,T/M,Nakdonggang,2285,,,80,0,26.5,,N,22.7,1987Y 06M?~ 2013Y 09M,2001Y 01M?~ 2013Y 09M,128.0302778,35.17722222,128-01-49,35-10-38,293850.656,287242.455
POINT(188338.70711413148092106 328338.32144005561713129),317,Sangdong,3302643,MOLIT,201806,T/M,Nakdonggang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,126.8713889,35.55194444,126-52-17,35-33-07,188338.707,328338.321
POINT(252073.82186677836580202 377520.80371401610318571),325,Bunam,3002655,MOLIT,300201,T/M,Geumgang,1021.1,,,332,,183.952,194.189,N,6,2011Y 08M?~ 2013Y 09M,2011Y 08M?~ 2013Y 09M,127.5775,35.99388889,127-34-39,35-59-38,252073.822,377520.804
